FullName,AfterComma,KeyCode,Class,NameType,Other_Name_Info,familyName,givenName,birthDate,deathDate,OtherAssociatedDate,gender,nationality,Title,Info,Info_Cleaned,jobTitle,spouse,children,parent,sibling,relatedTo,Relationship,Record_About,Years_BD,Year_Married,Year_Remarried
"Bibesco, Hélène Reyé, princesse Alexandre",", Hélène Reyé, princesse Alexandre",bibesc15,0,,,Bibesco,,,,,Female,,Princess,"comédienne, mariée en 1908, deuxième épouse du prince Bibesco (père d'Emmanuel et Antoine Bibesco)",comédienne,comedian,bibesc6,,,,,,False,,1908,
"Bibesco, Spiridon",", Spiridon",bibesc16,0,,,Bibesco,,1867,1896,,Male,,,1867?-1896,,,,,,,nephew of bibesc11,,False,1867-1896,,
"Bibesco, prince Emmanuel",", prince Emmanuel",bibesc2,0,,,Bibesco,,1877,1917,,Male,,Prince,1877-1917,,,,,bibesc3; bibesc6,bibesc1,,,False,1877-1917,,
"Bibesco, Hélène Costaki Epureano, princesse Alexandre",", Hélène Costaki Epureano, princesse Alexandre",bibesc3,0,,,Bibesco,,,1902,,Female,,Princess,"?-1902, mère d'Antoine et Emmanuel Bibesco",mère d'Antoine et Emmanuel Bibesco,,bibesc6,bibesc1; bibesc2,,,,,False,,,
"Bibesco, Marthe Lahovary, princesse Georges",", Marthe Lahovary, princesse Georges",bibesc4,0,,,Bibesco,,1887,1973,,Female,,Princess,1887-1973,,,bibesc10,,,lahova1,,,False,1887-1973,,
"Bibesco, Priscilla",", Priscilla",bibesc5,0,,,Bibesco,,1920,,,Female,,,"Fille d'Antoine Bibesco, 1920-?",Fille d'Antoine Bibesco,,,,bibesc1; bibesc7,,,,False,,,
"Bibesco, prince Alexandre",", prince Alexandre",bibesc6,0,,,Bibesco,,1841,1911,,Male,,Prince,"1841-1911, père d'Emmanuel et Antoine Bibesco",père d'Emmanuel et Antoine Bibesco,,"bibesc3, bibesc15",bibesc1; bibesc2,bibesc8,bibesc11; bibesc12,,,False,1841-1911,,
"Bibesco, Elizabeth Asquith, princesse Antoine",", Elizabeth Asquith, princesse Antoine",bibesc7,0,,,Bibesco,,1897,1945,,Female,,Princess,1897-1945,,,bibesc1,bibesc5,asquit1; asquit2,,,,False,1897-1945,,
"Bibesco, Georges",", Georges",bibesc8,0,,,Bibesco,,,1873,,Male,,Governor,"1802/4?-1873, hospodar de Valachie",1802/4,civil lord,,bibesc6; bibesc11; bibesc12,,stirbe2,,,False,,,
"Bibesco, Nadedje",", Nadedje",bibesc9,0,,,Bibesco,,,,,Female,,,"petite-fille du hospodar Georges Bibesco, fiancée du prince Barbe Stirbey",petite-fille du hospodar Georges Bibesco,,stirbe1,,,bibesc10,,,False,,,
"Bichot,  les dames",",  les dames",bichot1,0,,,,,,,1946,Female,,,Cousines éloignées de Proust vivant à Illiers en 1946,Cousines éloignées de Proust vivant à Illiers,,,,,,distant cousins of: proust1,,False,,,
"Bidou, Henri",", Henri",bidou1,0,,,,,1873,1943,,Male,,,"1873-1943, homme de lettres",homme de lettres,homme de lettres,,,,,,,False,1873-1943,,
"Biencourt, marquis de",", marquis de",bienco1,0,,,,,,1914,,Male,,Marquis,?-1914,,,,,,,,,False,,,
"Bienstock, J. Wladimir",", J. Wladimir",bienst1,0,,,,,1868,1933,,Male,,,"1868-1933, traducteur, homme de lettres",traducteur,translator; homme de lettres,,,,,,,False,1868-1933,,
"Bienvenu-Martin, Jean-Baptiste",", Jean-Baptiste",bienve1,0,,,,,1847,1943,,Male,,,"1847-1943, homme politique",homme politique,politician,,,,,,,False,1847-1943,,
"Bigham, Charles Clive, colonel",", Charles Clive, colonel",bigham1,0,,,,,1872,1956,,Male,,,1872-1956; fils du vicomte Mersey (ALB),fils du vicomte Mersey,colonel,,,,,,,False,1872-1956,,
"Billot, général jean-Baptiste",", général jean-Baptiste",billot1,0,,,,,1828,1907,,Male,,,"1828-1907, homme politique, Affaire Dreyfus",homme politique,general,,,,,,,False,1828-1907,,
"Billotte, René",", René",billot2,0,,,,,1846,,,Male,,,"peintre, 1846-?",peintre,painter,,,,,,,False,,,
"Billy, Robert de",", Robert de",billy1,0,,,Billy,,1869,1953,,Male,,,"1869-1953, diplomate",diplomate,diplomat,billy2,,billy4,,,,False,1869-1953,,
"Billy, Mme Robert de, née Jeanne Mirabaud",", Mme Robert de, née Jeanne Mirabaud",billy2,0,,,Billy,,,,,Female,,,,,,billy1,,miraba1; miraba3,boisso3,,,False,,,
"Billy, André",", André",billy3,0,,,Billy,,1882,1971,,Male,,,"1882-1971, romancier, critique",romancier,novelist; critic,,,,,,,False,1882-1971,,
"Billy, Charles de",", Charles de",billy4,0,,,Billy,,1840,1919,,Male,,,"1840-1919, conseiller référendaire à la cour des comptes, père de Robert de Billy",conseiller référendaire à la cour des comptes,public auditor at the Court of Accounts,,billy1,,,,,False,1840-1919,,
"Billy, mssr. E. de",", mssr. E. de",billy5,0,,,Billy,,,,,Male,,,en villégiature à Caux-sur-Montreux en août 1900,en villégiature à Caux-sur-Montreux en août 1900,,,,,,,,False,,,
"Raoul-Duval, Suzanne de Billy, Mme Jean",", Suzanne de Billy, Mme Jean",billy6,0,,,,,,,,Female,,,fille de Robert de Billy; ép. Jean Raoul-Duval le 16 fév 1922 ljp,fille de Robert de Billy,,,,,,,,False,,,
"Wallon, Mme Thérèse née de Billy",", Mme Thérèse née de Billy",billy7,0,,,,,,,,Female,,,"fille de M. Robert de Billy, mariée au capitaine Wallon (LJP)",fille de M. Robert de Billy,,,,,,,,False,,,
"Binder, Maurice",", Maurice",binder1,0,,,,,1857,1944,,Male,,,"1857-1944, avocat, homme politique",avocat,lawyer; homme de lettres,,,,,,,False,1857-1944,,
"Binet-Valmer, Gustave Binet de Valmer, dit",", Gustave Binet de Valmer, dit",binetv1,0,,,,,1875,1940,,Male,,,"1875-1940, homme de lettres",homme de lettres,homme de lettres,binetv2,,,,,,False,1875-1940,,
"Binet-Valmer, Mrs. F. E. Bacon, puis Mme Gustave; née Duncan",", Mrs. F. E. Bacon, puis Mme Gustave; née Duncan",binetv2,0,,,,,,,1904,Female,,,mariée à Binet-Valmer en 1904,mariée à Binet-Valmer,,binetv1,,,,also wife of F. E. Bacon,,False,,,
"Bing, Siegfried",", Siegfried",bing1,0,,,,,1838,1905,,Male,,,"1838-1905, ébéniste",ébéniste,cabinetmaker,,,,,,,False,1838-1905,,
"Biron de Courlande, Gustave prince de",", Gustave prince de",biron1,0,,,,,1859,,,Male,,Prince,1859-?,,,jaucou2,,,,first wife: unnamed,,False,,,
"Bisaccia, princesse Louise Radziwill, duchesse Armand de",", princesse Louise Radziwill, duchesse Armand de",bisacc1,0,,,,,1877,,,Female,,Princess,"1877-?, soeur du prince Léon Radziwill",soeur du prince Léon Radziwill,,bisacc2,,radziw2; radziw3,radziw1,,,False,,,
"Bisaccia, Armand comte de La Rochefoucauld, duc de",", Armand comte de La Rochefoucauld, duc de",bisacc2,0,,,,,1870,,,Male,,Count,"1870-?, fils de Sosthènes de Doudeauville",fils de Sosthènes de Doudeauville,,bisacc1,,doudea1,,,,False,,,
"Bischoffsheim, Maurice",", Maurice",bischo1,0,,,Bischoffsheim,,1875,1904,,Male,,,"1875-1904, diplomate",diplomate,diplomat,bischo5,bischo6,bischo3; bischo4,bischo7,,,False,1875-1904,,
"Bischoffsheim, Raphael",", Raphael",bischo2,0,,,Bischoffsheim,,1823,1906,,Male,,,"1823-1906, banquier, homme politique",banquier,banker,,,,,cousin of bischo3,,False,1823-1906,,
"Bischoffsheim, Ferdinand",", Ferdinand",bischo3,0,,,Bischoffsheim,,,1909,,Male,,,"183?-1909, père de Maurice et Louis Bischoffsheim",183,,bischo4,bischo1; bischo7,,,cousin of bischo2,,False,,,
"Bischoffsheim, Mme Ferdinand",", Mme Ferdinand",bischo4,0,,,Bischoffsheim,,1850,1900,,Female,,,1850?-1900,,,bischo3,bischo1; bischo7,,,,,False,1850-1900,,
"Croisset, Marie-Thérèse de Chevigné, Mme Maurice Bischoffsheim, puis Mme Francis de",", Marie-Thérèse de Chevigné, Mme Maurice Bischoffsheim, puis Mme Francis de",bischo5,0,,,,,1880,1963,,Female,,,"1880-1963, mariée en 1902, puis remariée en 1910",puis,,bischo1; croiss1,bischo6,chevig1; chevig2,chevig3,,,False,1880-1963,1902,1910
"Bischoffsheim, Marie-Laure",", Marie-Laure",bischo6,0,,,Bischoffsheim,,1902,1970,,Female,,,"1902-1970, fille de M. et Mme Maurice Bischoffsheim",fille de M. et Mme Maurice Bischoffsheim,,noaill10,,bischo1; bischo5,,,,False,1902-1970,,
"Bischoffsheim, Louis",", Louis",bischo7,0,,,Bischoffsheim,,1874,1906,,Male,,,"1874?-1906, fils de Ferdinand Bischoffsheim",fils de Ferdinand Bischoffsheim,,,,bischo3; bischo4,bischo1,,,False,1874-1906,,
"Bismarck, prince Otto von",", prince Otto von",bismar1,0,,,,,1815,1898,,Male,Prussian,Prince,"1815-1898, homme d'état prussien",homme d'état prussien,statesman,,,,,,,False,1815-1898,,
"Bisson, L. A.",", L. A.",bisson1,0,,,,,,,,Male,,,proustien,proustien,,,,,,,,False,,,
"Bisson, Alexandre",", Alexandre",bisson2,0,,,,,1848,1912,,Male,,,"1848-1912, auteur dramatique",auteur dramatique,dramatist,,,,,,,False,1848-1912,,
"Bize, Dr Maurice",", Dr Maurice",bize1,0,,,,,1870,1962,,Male,,,1870?-1962,,doctor,bize2,,,,,,False,1870-1962,,
"Bize, Ernestine Thérèse Louise Rieffet, Mme Maurice",", Ernestine Thérèse Louise Rieffet, Mme Maurice",bize2,0,,,,,1876,1914,,Female,,,"1876-1914, mariée en 1900",,,bize1,,,,,,False,1876-1914,1900,
"Bizet, Jacques",", Jacques",bizet1,0,,,,,1872,1922,,Male,,,"1872-1922, fils de Georges Bizet",fils de Georges Bizet,,bizet3; bizet4,,bizet2,,,,False,1872-1922,,
"Bizet, Georges",", Georges",bizet2,0,,,,,1838,1875,,Male,French,,"1838-1875, compositeur français",compositeur français,composer,,bizet1,,,,,False,1838-1875,,
"Bizet, Madeleine Breguet, Mme Jacques",", Madeleine Breguet, Mme Jacques",bizet3,0,,,,,1879,1900,,Female,,,1879-1900 (première épouse de Jacques Bizet),première,,bizet1,,,bregue1; bregue2,niece of: chefde1,wife of: Jacques Bizet),False,1879-1900,,
"Bizet, Alice Franckel, Mme Georges Sachs, puis Mme Jacques",", Alice Franckel, Mme Georges Sachs, puis Mme Jacques",bizet4,0,,,,,,,,Female,,,,,,sachs1; bizet1,,,,,,False,,,
"Bizet, Maurice",", Maurice",bizet5,0,,,,,,1914,,Male,,,"?-1914, avocat",avocat,lawyer,,,,,,,False,,,
"Bizet, René",", René",bizet6,0,,,,,1887,1947,,Male,,,1887-1947; journaliste et homme de lettres ljp,journaliste et homme de lettres,journalist; homme de lettres,,,,,,,False,1887-1947,,
"Bjoernson, Bjoernstjerne",", Bjoernstjerne",bjoern1,0,,,,,1832,1910,,Male,Norwegian,,"1832-1910, poète norvégien, prix Nobel 1903",poète norvégien,poet,,,,,,,False,1832-1910,,
"Blache, Dr René-Henri",", Dr René-Henri",blache1,0,,,Blache,,1839,1908,,Male,,,1839-1908,,doctor,,,,,,,False,1839-1908,,
"Blanc, Eléonore",", Eléonore",blanc1,0,,,,,,,,Female,,,cantatrice,cantatrice,singer,,,,,,,False,,,
"Blanc, Jean",", Jean",blanc2,0,,,,,,,,Male,,,Domestique chez les Proust,Domestique chez les Proust,servant at the Proust home,,,,,,,False,,,
"Blanc, Victor",", Victor",blanc3,0,,,,,,,1903,Male,,,chanteur en 1903,chanteur,singer,,,,,,,False,,,
"Blanc, Alexandre",", Alexandre",blanc4,0,,,,,,,1906,Male,,,collectionneur (1906),collectionneur,collector,,,,,,,False,,,
"Blanc, Edmond",", Edmond",blanc5,0,,,,,,,1905,Male,,,"témoin de Léon Radziwill à son premier mariage en 1905; apparenté à la famille de sa mère, née Blanc ?",témoin de Léon Radziwill à son premier mariage,,,,,,,wedding witness of radziw1,False,,,
"Blanc, Charles",", Charles",blanc6,0,,,,,1857,1915,,Male,,,"1857-1915, préfet, conseiller d'Etat",préfet,prefect,,,,,,,False,1857-1915,,
"Blanche, Jacques-Emile",", Jacques-Emile",blanch1,0,,,,,1861,1942,,Male,,,"1861-1942, peintre",peintre,painter,blanch6,,blanch3; blanch4,,,wedding witnessed by bachel1,False,1861-1942,,
"Blanche, Antoine",", Antoine",blanch3,0,,,,,1820,1893,,Male,,,"1820-1893, père de Jacques-Emile",père de Jacques-Emile,,blanch4,blanch1,,blanch5,,,False,1820-1893,,
"Blanche, Louise-Emilie-Félicité Baron-Châtillon, Mme Antoine",", Louise-Emilie-Félicité Baron-Châtillon, Mme Antoine",blanch4,0,,,,,1819,1895,,Female,,,1819?-1895,,,blanch3,blanch1,,,,,False,1819-1895,,
"Blanche, Alfred",", Alfred",blanch5,0,,,,,,,,Male,,,Frère du Dr. Antoine Blanche,Frère du Dr. Antoine Blanche,,,,,blanch3,,,False,,,
"Blanche, Rose John-Lemoinne, Mme Jacques-Emile",", Rose John-Lemoinne, Mme Jacques-Emile",blanch6,0,,,,,,,,Female,,,mariée en 1895,,,blanch1,,lemoin1; lemoin2,,,,False,,1895,
"Blanquart, Henri ou Gaston",", Henri ou Gaston",blanqu1,0,,,,,,,,Male,,,flûtiste,flûtiste,flautist,,,,,,,False,,,
"Blechmann, Dr Germain",", Dr Germain",blechm1,0,,,,,1883,,,Male,,,1883-?,,,,,,,,,False,,,
"Blériot, Louis",", Louis",blerio1,0,,,,,1872,1936,,Male,French,,"1872-1936, aviateur français",aviateur français,aviator,,,,,,,False,1872-1936,,
"Blest-Gana, Willy de",", Willy de",blestg1,0,,,,,,,1904,Male,,,témoin de Jean Stern en 1904,témoin de Jean Stern,,,,,,,wedding witness of stern7,False,,,
"Bliss, Mme Robert Woods; née Mildred Barnes",", Mme Robert Woods; née Mildred Barnes",bliss1,0,,,,,1880,1969,1929,Female,American,,"1880?-1969; femme du conseiller de l'ambassade américaine, ministre (1929) à Buenos-Ayres (LJP)",femme du conseiller de l'ambassade américaine,,bliss2,,,,,,False,1880-1969,,
"Bliss, Robert Woods",", Robert Woods",bliss2,0,,,,,1875,1962,1929,Male,American,,"1875-1962; conseiller de l'ambassade américaine, ministre (1929) à Buenos-Ayres (LJP)",conseiller de l'ambassade américaine,advisor to the American Embassy; minister in Buenos-Aires,bliss1,,,,,,False,1875-1962,,
"Bloch, Jules",", Jules",bloch2,0,,,,,,,1911,Male,,,à Cabourg en 1911,à Cabourg,,,,,,,,False,,,
"Blondel, Joseph",", Joseph",blonde1,0,,,,,1851,1929,,Male,,,"1851-1929, avocat général",avocat général,General Counsel,,,,,,,False,1851-1929,,
"Blondet, Germaine",", Germaine",blonde2,0,,,,,,,1904,Femaile,,,élève de Gabriel Fauré (1904),élève de Gabriel Fauré,student of Gabriel Fauré,,,,,,,False,,,
"Blondel, Jean-Camille",", Jean-Camille",blonde3,0,,,,,1854,,,Male,,,"1854-?, diplomate",diplomate,diplomat,,,,,,,False,,,
"Blowitz, M. de",", M. de",blowit1,0,,,,,,,1895,Male,,,en 1895,,,,,,,,,False,,,
"Blum, Léon",", Léon",blum1,0,,,Blum,,1872,1950,,Male,,,"1872-1950, homme politique",homme politique,politician,,,,blum2,,,False,1872-1950,,
"Blum, René",", René",blum2,0,,,Blum,,1878,1942,,Male,,,"1878-1942, frère de Léon Blum, homme de lettres",frère de Léon Blum,homme de lettres,,,,blum1,,,False,1878-1942,,
"Blum, (Ernest)",", (Ernest)",blum3,0,,,Blum,,,,,Male,,,Auteur de Cendrillon en collaboration avec Monnier et Clairville,Auteur de Cendrillon en collaboration avec Monnier et Clairville,author of Cendrillon in collaboration with Monnier and Clairville,,,,,,,False,,,
"Blumenthal, Mlle Pinto, Mme Willy",", Mlle Pinto, Mme Willy",blumen1,0,,,Blumenthal,,,1934,,Female,,,?-1934,,,blumen5,,,,,,False,,,
"Blumenthal, M.",", M.",blumen2,0,,,Blumenthal,,,,1900,,,,chez Mme Pozzi en 1900,chez Mme Pozzi,,blumen3,,,,,,False,,,
"Blumenthal, Cecilia Ulman, Mme Ferdinand",", Cecilia Ulman, Mme Ferdinand",blumen4,0,,,Blumenthal,,1863,1927,,Female,,,1863-1927,,,blumen6,blumen5; blumen7,,,,,False,1863-1927,,
"Blumenthal, William",", William",blumen5,0,,,Blumenthal,,,,,Male,,,fils de Ferdinand Blumenthal,fils de Ferdinand Blumenthal,,blumen1,,blumen4; blumen6,blumen7,,,False,,,
"Blumenthal, Ferdinand",", Ferdinand",blumen6,0,,,Blumenthal,,,1914,,Male,,,?-1914,,financier,blumen4,blumen5; blumen7,,,,,False,,,
"Blumenthal, Cecil",", Cecil",blumen7,0,,,Blumenthal,,,,,Male,,,fils de Ferdinand Blumenthal,fils de Ferdinand Blumenthal,,,,blumen4; blumen6,blumen5,,,False,,,
"Blumenthal, George",", George",blumen8,0,,,Blumenthal,,1858,1942,1928,Male,American; Alsatian origins,,"1858-1942; financier américian d'origine alsacienne; philanthrope; a fait don, en 1928, d'un million de dollars au Metropolitan Museum of Arts; ép. Florence Meyer ljp",financier américian d'origine alsacienne,,blumen9,,,,,,False,1858-1942,,
"Blumenthal, Mme George; née Florence Meyer",", Mme George; née Florence Meyer",blumen9,0,,,Blumenthal,,1873,1930,,Female,,,"1873-1930; ép. 1898 George Blumenthal, banquier; fondatrice du prix Blumenthal et de la Fondation Blumenthal ljp",ép. 1898 George Blumenthal,,blumen8,,,,,,False,1873-1930,,
"Boccherini, Luigi",", Luigi",bocche1,0,,,,,1743,1805,,Male,Italian,,"1743-1805, compositeur italien",compositeur italien,composer,,,,,,,False,1743-1805,,
"Bocher, Emmanuel",", Emmanuel",bocher1,0,,,,,1835,1919,,Male,,,"1835-1919, militaire, bibliophile",militaire,military man; bibliophile,,,,,,,False,1835-1919,,
"Boèce, Anicius Manlius Torquatus Severinus",", Anicius Manlius Torquatus Severinus",boece1,0,,,,,,,,Male,,,,,,,,,,,,False,,,
"Boegner, Paul",", Paul",boegne1,0,,,,,,,,Male,,,Préfet du Loiret,Préfet du Loiret,Prefect of the Loiret,,,,,,,False,,,
"Boëllmann, M.",", M.",boellm1,0,,,,,,,,,,,,,,,,,,,,False,,,
"Boileau-Despréaux, Nicolas",", Nicolas",boilea1,0,,,,,1636,1711,,Male,,,"1636-1711, écrivain",écrivain,writer,,,,,,,False,1636-1711,,
"Boillat, Gabriel",", Gabriel",boilla1,0,,,,,,,,Male,,,auteur d'une étude sur la librairie Bernard Grasset,auteur d'une étude sur la librairie Bernard Grasset,author of a study on the Bernard Grasset bookshop,,,,,,,False,,,
"Bois, Jules",", Jules",bois1,0,,,,,1871,,,Male,,,"1871-?, homme de lettres",homme de lettres,homme de lettres,,,,,,,False,,,
"Bois, Elie Joseph",", Elie Joseph",bois2,0,,,,,1878,1941,,Male,,,"1878-1941, journaliste au Temps",journaliste au Temps,journalist at le Temps,,,,,,,False,1878-1941,,
"Boisdeffre, général Raoul-François-Charles Le Mouton de",", général Raoul-François-Charles Le Mouton de",boisde1,0,,,,,1839,1919,,Male,,,"1839-1919, Affaire Dreyfus",Affaire Dreyfus,general,,,,,,,False,1839-1919,,
"Boissier, confiseur",", confiseur",boissi1,0,,,,,,,,Male,,,,,confectioner,,,,,,,False,,,
"Boissier, Gustave",", Gustave",boissi2,0,,,,,,,,Male,Swiss,,légation de Suisse,légation de Suisse,Swiss Legation,,,,,,,False,,,
"Boissier, Marguerite Marcuard, Mme Gaston",", Marguerite Marcuard, Mme Gaston",boissi3,0,,,,,,,,Female,,,,,,boissi5,,,,,,False,,,
"Boissier, Gaston",", Gaston",boissi5,0,,,,,1823,1908,,Male,,,"1823-1908, professeur, homme de lettres, secrétaire perpétuel de l'Académie française",professeur,professor,boissi3,,,,,,False,1823-1908,,
"Boissonnas, Jean",", Jean",boisso1,0,,,,,1870,1953,,Male,,,"1870-1953, diplomate",diplomate,diplomat,boisso3,,,,,,False,1870-1953,,
"Boissonade, Gustave-Emile",", Gustave-Emile",boisso2,0,,,,,1825,1910,,Male,,,"1825-1910, juriste",juriste,lawyer,,,,,,,False,1825-1910,,
"Boissonnas, Geneviève Mirabaud, Mme Jean",", Geneviève Mirabaud, Mme Jean",boisso3,0,,,,,,,,Female,,,2e fille de Paul Mirabaud,2e fille de Paul Mirabaud,,boisso1,,miraba1; miraba3,billy2,,,False,,,
"Boito, Arrigo",", Arrigo",boito1,0,,,,,1842,1918,,Male,Italian,,"1842-1918, librettiste italien",librettiste italien,librettist,,,,,,,False,1842-1918,,
"Bojano, Mlle Jeanne de",", Mlle Jeanne de",bojano1,0,,,,,,,1903,Female,,,chez Léon Delafosse en 1903,chez Léon Delafosse,,,,,,,,False,,,
"Boldini, Jean ou Giovanni",", Jean ou Giovanni",boldin1,0,,,,,1842,1931,,Male,,,"1842-1931, peintre",peintre,painter,,,,,,,False,1842-1931,,
"Bolm, Adolphe",", Adolphe",bolm1,0,,,,,1884,1951,,Male,Russian,,"1884-1951, danseur et chorégraphe russe",danseur et chorégraphe russe,danser; choreographer,,,,,,,False,1884-1951,,
"Bolo, Paul-Marie; dit Bolo-Pacha",", Paul-Marie; dit Bolo-Pacha",bolo1,0,,,,,1867,1918,,Male,,,"1867-1918; déclaré coupable d'intelligences avec l'Allemagne le 14 février 1918, exécuté le 17 avril 1918 (LJP)",déclaré coupable d'intelligences avec l'Allemagne le 14 février 1918,,,,,bolo2,,,False,1867-1918,,
"Bolo, Monsignor",", Monsignor",bolo2,0,,,,,,,,Male,,,"prédicateur, frère de Paul-Marie",prédicateur,preacher,,,,bolo1,,,False,,,
"Bonami, [ou Bonain] Jacques, dit Talondebois",", [ou Bonain] Jacques, dit Talondebois",bonami1,0,,,,,,,,Male,,,"personnage de ""Jean Santeuil"", de Marcel Proust","personnage de ""Jean Santeuil""",,,,,,,,False,,,
"Bonaparte, Napoléon",", Napoléon",bonapa1,0,,,,,1822,1926,,Male,,,"Dit Prince Napoléon, fils de Jérôme Bonaparte, 1822-1926",Dit Prince Napoléon,,,,,mathil1,,,False,1822-1926,,
"Bonaparte, Victor Napoléon",", Victor Napoléon",bonapa2,0,,,,,1862,1926,,Male,,,"Dit Prince Victor Napoléon, 1862-1926",Dit Prince Victor Napoléon,,,,,,,,False,1862-1926,,
"Bonaparte, princesse Pierre",", princesse Pierre",bonapa3,0,,,,,,,1899,Female,,Princess,chez Mme Hochon en 1899 (identité incertaine),chez Mme Hochon (identité incertaine),,,,,,,,False,,,
"Bonaparte, prince Eugène Louis Jean Joseph Napoléon",", prince Eugène Louis Jean Joseph Napoléon",bonapa4,0,,,,,1856,1879,,Male,,Imperial prince,"1856-1879, prince impérial, fils de Napoléon III",prince impérial,,,,,,,,False,1856-1879,,
"Bonaparte, cardinal Lucien-Louis-Napoléon",", cardinal Lucien-Louis-Napoléon",bonapa5,0,,,,,1828,1895,1868,Male,,,"1828-1895; cardinal en 1868, petit-fils de Lucien Bonaparte, frère de la première comtesse Louis de Cambacérès",cardinal,cardinal,,,,cambac2,,,False,1828-1895,,
"Bonar Law, Andrew",", Andrew",bonarl1,0,,,,,1922,1923,,Male,British,,1858-1923; British politician with the Conservative party; Prime Minister from 1922-1923 (LJP),British politician with the Conservative party,British politician with the Conservative party,,,,,,,False,1922-1923,,
"Bonci, Alessandro",", Alessandro",bonci1,0,,,,,1870,1940,,Male,Italian,,"1870-1940, chanteur italien",chanteur italien,singer,,,,,,,False,1870-1940,,
"Boncza, Wanda-Maire-Emilie Rutkowska, dite Wanda de",", Wanda-Maire-Emilie Rutkowska, dite Wanda de",boncza1,0,,,,,1872,1902,,Female,,,"1872-1902, comédienne",comédienne,comedian,,,,,,,False,1872-1902,,
