ID Number,Title,Date,Role,Play,Subject,Type,Dimensions,Technique,Creator,Publisher,Description,Rights,Physical Collection,Repository,Collection,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
B598ing-22,Elizabeth Billington (nee Weichsel) as St. Cecilia,1825,St. Cecilia,,"Billington, Elizabeth, 1768-1818; Actors; Costume; Composers; Singers; Performing arts--History--19th century--Pictorial works; Theater--History--19th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,Border 2 3/4 x 3 1/2 inches,Etching; Engraving; Stippling,"Reynolds, Joshua; Rogers, J.",G. Virtue,"Half-length. Long, flowing hair; holding open music score with both hands.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692864,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/301,301,302.jpg,/actors/image/302.jpg
B598ing-23,Elizabeth Billington (nee Weichsel) as St. Cecelia,1838,St. Cecilia,,"Billington, Elizabeth, 1768-1818; Actors; Costume; Composers; Singers; Performing arts--History--19th century--Pictorial works; Theater--History--19th century--Pictorial works; Women in the performing arts; Women in the theater",Mezzotints,Plate marks 5 3/4 x 8 1/2 inches,Mezzotint,"Reynolds, Joshua; Reynolds, S.W.",Hodgson & Graves,"Whole-length. Long, flowing hair; holding open music score in hands. Singing cherubs in background.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699954,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/302,302,303.jpg,/actors/image/303.jpg
B598ing-24,"Elizabeth Billington (nee Weichsel) as Rosetta in ""Love in a Village"" and Margaret Martyr (nee Thornton) as Euphosyne in ""Comus""",,Rosetta; Euphrosyne,Love in a Village; Comus,"Billington, Elizabeth, 1768-1818; Martyr, Margaret, d. 1807; Actors; Costume; Composers; Singers; Performing arts--History--19th century--Pictorial works; Theater--History--19th century--Pictorial works; Women in the performing arts; Women in the theater",Drawings; Prints (visual works),Mounted sheet 4 1/2 x 7 inches,Drawing (image-making); Printing,,,Whole-length.  Line drawings printed in maroon ink.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692749,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/303,303,304.jpg,/actors/image/304.jpg
B598ing-04,Portrait of Elizabeth Billington (nee Weichsel),1807,,,"Billington, Elizabeth, 1768-1818; Actors; Composers; Singers; Performing arts--History--19th century--Pictorial works; Theater--History--19th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,3 3/8 x 2 3/4 inches,Etching; Engraving; Stippling,,"T. Hurst, Thespian Dictionary",Half-length. Wearing headdress with plumes. Printed in sepia.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739690952,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/304,304,305.jpg,/actors/image/305.jpg
B598ing-07,Portrait of Elizabeth Billington (nee Weichsel),,,,"Billington, Elizabeth, 1768-1818; Actors; Composers; Singers; Performing arts--History--19th century--Pictorial works; Theater--History--19th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,Mounted sheet 3 x 4 inches,Etching; Engraving,,R. Phillips,Bust. Profile.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692831,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/305,305,306.jpg,/actors/image/306.jpg
B613do-01,"Emily Coote Bindon (married name Talbot) as Miss Hoyden in ""A Trip to Scarborough""",,Miss Hoyden,A Trip to Scarborough,"Bindon, Emily Coote, ca. 1779-1832; Actors; Costume; Theater--History--19th century--Pictorial works; Women in the theater",Engravings,Plate marks 4 1/4 x 6 3/4 inches,Etching; Engraving; Stippling,,,Whole-length. Wearing hat tied under chin and long sash at waist.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700132,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/306,306,307.jpg,/actors/image/307.jpg
B622ao-01,Portrait of Anna Bishop (nee Riviere),,,,"Bishop, Anna, 1810-1884; Singers; Performing arts--History--19th century--Pictorial works; Women in the performing arts",Engravings,Border 4 1/4 x 5 1/4 inches,Etching; Engraving; Stippling,,,"Three-quarter-length. Wearing lace collar, shawl top to dress, fringe.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700061,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/307,307,308.jpg,/actors/image/308.jpg
B622ao-02,Portrait of Anna Bishop (nee Riviere),1882,,,"Bishop, Anna, 1810-1884; Singers; Performing arts--History--19th century--Pictorial works; Women in the performing arts",Lithographs,4 1/4 x 6 1/2 inches,Lithography,,,"Bust. Wearing lace collar, earrings, hair tied up in braids.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692764,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/308,308,309.jpg,/actors/image/309.jpg
B622b-01,"Miss Bishop as Rosina in ""Rosina""",1810,Rosina,Rosina,"Bishop, Miss; Actors; Singers; Costume; Theater--History--19th century--Pictorial works; Women in the theater",Engravings,Sheet 3 1/4 x 5 1/2 inches,Etching; Engraving; Stippling,Alais,J. Roach,"Whole-length. Holding sheaf of wheat; wearing straw bonnet with flowers, long gown.  With text: ""If I have done wrong, Sir, I will put what I have gleaned down again.""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699558,10/24/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/309,309,310.jpg,/actors/image/310.jpg
B636j-01,Portrait of John Blake,,,,"Blake, John, d. 1878; Theatrical managers; Theater--History--19th century--Pictorial works",Lithographs,5 x 7 inches,Lithography,,,"Bust.  With text: ""Treasurer of the old Park Theatre, N. Y. City.""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699159,10/24/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/310,310,311.jpg,/actors/image/311.jpg
B636wr-01,Portrait of William Rufus Blake,1870,,,"Blake, William Rufus, 1805-1863; Actors; Theatrical managers; Theater--History--19th century--Pictorial works",Etchings,5 1/2 x 9 inches,Etching,"Hall, H.B.",,"Bust. Wearing high collar, pin on cravat.  Signed in pencil: ""William Rufus Blake.Private Plate, only 15 impressions printed.""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699485,10/24/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/311,311,312.jpg,/actors/image/312.jpg
