NAME,VIAF NAME,VARIANTS NAMES,VIAF,WIKIPEDIA,WORLDCAT,LOC,IMDb,IBDb,LOC (Popular Graphic Arts),Notes
"Ritchie, Anna Cora Ogden Mowatt, 1819-1870","Ritchie, Anna Cora Ogden Mowatt, 1819-1870","Anna Cora Mowatt
Berkeley, Helen
Berkley, Helen
Isabel
Mowatt, Anna Cora Ogden
Mowatt, Anna Cora,
Mowatt, Anna Cora
Ritchie, Anna C.
Ritchie, Anna Cora Mowatt
Ritchie, Anna Cora Ogden Mowatt
Ritchie, Anna Cora",http://viaf.org/viaf/33288782,https://en.wikipedia.org/wiki/Anna_Cora_Mowatt,http://www.worldcat.org/identities/lccn-n80-9988/,http://id.loc.gov/authorities/names/n80009988,,https://www.ibdb.com/broadway-cast-staff/anna-cora-mowatt-4154,,
"Rive-King, Julie, 1854-1937",Julie Rive-King Pianist and composer,"Julie Rive-King
Rive-King, Julie",http://viaf.org/viaf/16860348/,https://en.wikipedia.org/wiki/Julie_Riv%C3%A9-King,http://www.worldcat.org/identities/lccn-no99054344/,http://id.loc.gov/authorities/names/no99054344,,,,
"Roberts, James, 1798 or 9-1833","Roberts, James, 1798 or 1799-1833","Roberts, James
Roberts, Mr. (James)",http://viaf.org/viaf/19613631/,,http://www.worldcat.org/identities/lccn-nr2002017218/,http://id.loc.gov/authorities/names/nr2002017218,,,,
"Robertson, Agnes, 1833-1916","Robertson, Agnes, 1833-1916","Agnes Kelly Boucicault
Boucicault, D.,
Boucicault, Dion,
Robertson, Agnes Kelly,",http://viaf.org/viaf/21706689,,http://www.worldcat.org/identities/lccn-no91-14474/,http://id.loc.gov/authorities/names/no91014474,,,,
"Robinson, Mary, 1758-1800","Robinson, Mary, 1758-1800","Bramble, Tabitha,
Bramble, Tabitha
Darby Robinson, Mary,
Darby Robinson, Mary
Darby, Mary
Darby, Mary,
Darby
Friend to humanity,
Friend to humanity
Juvenal, Horace,
Juvenal, Horace
Laura Maria,
Laura Maria
Mary Robinson
Mary-Robinson
Perdita
Perdita,
Randall, Anne Frances,
Randall, Anne Frances
Robbinson, Mrs.,
Robbinson, Mrs
Robbinson,
Robbinson
Robinson, M.
Robinson, Maria
Robinson, Marie
Robinson, Mary
Robinson, Mary Darby,
Robinson, Mary Darby
Robinson, Mistriss
Robinson, Mrs.
Robinson, Mrs
Robinson, Perdita,
Robinson, Perdita
Robinson,
Robinson
ÐœÐµÑ€Ñ– Ð Ð¾Ð±Ñ–Ð½Ñ",http://viaf.org/viaf/9888105,https://en.wikipedia.org/wiki/Mary_Robinson_(poet),http://www.worldcat.org/identities/lccn-n83-122576/,http://id.loc.gov/authorities/names/n83122576,,,,
"Robinson, Solon, 1803-1880","Robinson, Solon, 1803-1880","White, Blythe,
White, Blythe",http://viaf.org/viaf/17084897,,http://www.worldcat.org/identities/lccn-nr92-11350/,http://id.loc.gov/authorities/names/nr92011350,,,,
"Robson, Stuart, 1836-1903","Robson, Stuart, 1836-1903","Stuart Robson
Stuart, Henry Robson,",http://viaf.org/viaf/46034432,https://en.wikipedia.org/wiki/Stuart_Robson,http://www.worldcat.org/identities/lccn-n96-93101/,http://id.loc.gov/authorities/names/n96093101,,https://www.ibdb.com/broadway-cast-staff/stuart-robson-97060,,
"Rock, Edward Anthony, d. 1815","Rock, Edward Anthony, -1815","Rock, Edward Anthony,
Rock,",http://viaf.org/viaf/86355156,,http://www.worldcat.org/identities/lccn-no2009-56466/,http://id.loc.gov/authorities/names/no2009056466,,,,
"Rock, Mrs. (Edward Anthony), fl. 1785-1791",,,,,,,,,,Nothing found
"Rogers, James G., 1822-1863",,,,,,,,,,
"Rosetti, Marie, fl. 1872",,,,,,,,,,
"Ross, David, 1728-1790",David Ross,"Ross, David",http://viaf.org/viaf/39236281/,,http://www.worldcat.org/identities/lccn-nr92000384/,http://id.loc.gov/authorities/names/nr92000384,,,,
"Russell, James, 1789-1859","Russell, James, 1789-1859","Russell, J.",http://viaf.org/viaf/83601085,,http://www.worldcat.org/identities/lccn-no2009-40339/,http://id.loc.gov/authorities/names/no2009040339,,,,
"Russell, Lillian, 1861-1922","Russell, Lillian, 1861-1922","Leonard, Helen Louise,
Leonard, Helen Louise
Leonard
Lillian Russell
",http://viaf.org/viaf/40136982,https://en.wikipedia.org/wiki/Lillian_Russell,http://www.worldcat.org/identities/lccn-n50-51970/,http://id.loc.gov/authorities/names/n50051970,http://www.imdb.com/name/nm0751291/,https://www.ibdb.com/broadway-cast-staff/lillian-russell-68675,,
"Russell, Samuel Thomas, ca. 1770-1845",Samuel Thomas Russell English actor,"Russell, Samuel Thomas
Samuel Russell
Samuel Thomas Russell
Russell, Mr. (Samuel Thomas)",http://viaf.org/viaf/66034724/,,http://www.worldcat.org/identities/lccn-no91027676/,http://id.loc.gov/authorities/names/no91027676,,,,
"Ryder, John, 1814-1885",John Ryder,"Ryder, John
Ryder, Mr. (John)",http://viaf.org/viaf/29095768/,https://en.wikipedia.org/wiki/John_Ryder_(actor),http://www.worldcat.org/identities/lccn-no91014477/,http://id.loc.gov/authorities/names/no91014477,,,,
"Ryder, Thomas, 1735-1790","Ryder, Thomas, 1735-1790","Thomas Ryder
",http://viaf.org/viaf/11224171,https://en.wikipedia.org/wiki/Thomas_Ryder_(actor),http://www.worldcat.org/identities/lccn-n83-148973/,http://id.loc.gov/authorities/names/n83148973,,,,
"Salzberg, Louisa Ann, b. 1812","Salzberg, Louisa Ann, 1812-","Phillips, L. A. (Louisa Ann), Miss
Phillips, Miss, (Louisa Ann)
Salzberg, Louisa Ann",http://viaf.org/viaf/83548389/,,http://www.worldcat.org/identities/lccn-no2009031686/,http://id.loc.gov/authorities/names/no2009031686,,,,
"Sapio, Lewis, 1792-1851","Sapio, Lewis, 1792-1851",,http://viaf.org/viaf/83542521,,http://www.worldcat.org/identities/lccn-no2009-30738/,http://id.loc.gov/authorities/names/no2009030738,,,,
"Savigny, J. (John)","Savigny, J. (John)","Savigny, J. (John)
Savigny, John H.",http://viaf.org/viaf/312883545/,,http://www.worldcat.org/identities/lccn-no91029288/,http://id.loc.gov/authorities/names/no91029288,,,,
"Schirmer, Albert, b. 1790",,,,,,,,,,Nothing found
"Scott, John R., 1808-1856","Scott, John R., 1808-1856","Scott, J. R.",http://viaf.org/viaf/59011499,,http://www.worldcat.org/identities/lccn-nr2001-30342/,http://id.loc.gov/authorities/names/nr2001030342,,,,
"Sefton, John, 1805-1868","Sefton, John, 1805-1868",,http://viaf.org/viaf/34423752,,http://www.worldcat.org/identities/lccn-nr2007-9153/,http://id.loc.gov/authorities/names/nr2007009153,,,,
"Sefton, Marian, 1810-1895",,,,,,,,,,Nothing found
"Seguin, Arthur Edward Shelden, 1809-1852",Edward Sequin singer,"Seguin, Arthur Edward Shelden
Edward Seguin
Arthur Edward Shelden Seguin
Arthur Seguin
Seguin, Arthur Grove                 
Seguin, Mr. (Arthur Edward Shelden)
Seguin, Mr.
Shelden Seguin, Arthur Edward",http://viaf.org/viaf/12201228/,,http://www.worldcat.org/identities/lccn-nr95043352/,http://id.loc.gov/authorities/names/nr95043352,,,,
Sepulchral monuments,,,,,,,,,,Not a personal name
"Shakespeare, William, 1564-1616","Shakespeare, William, 1564-1616.","
Bacon-Shakespeare, Francis
Bard of Avon
Chakespear, William
Chekchapiyera, William
Gulielmus Shakesperius
Pseudo-Shakespeare

Sakespear, William
Sakespeiros

Schakespear, William
Schakespeare, William
Schakespeare
Schakespear
Schekspirs, Wiljams,
Schekspirs, Wiljams

Sekspir, Vilijam
Sekspiri, Viliam
Sexpir
Sha-oÌ„,
Sha-shih-pi-ya,
Sha-Å",http://viaf.org/viaf/96994048,https://en.wikipedia.org/wiki/William_Shakespeare,http://www.worldcat.org/identities/lccn-n78-95332/,http://id.loc.gov/authorities/names/n78095332,,,,
"Sharp, Elizabeth, b. 1756",,,,,,,,,,
"Sheridan, Elizabeth Ann, 1754-1792","Sheridan, Elizabeth Ann, 1754-1792","Elizabeth Ann Linley
Linley, Elizabeth Ann,
Linley, Elizabeth Ann
Sheridan, Elizabeth Ann,
Sheridan, Elizabeth Ann
Sheridan,
Sheridan
Ð•Ð»Ñ–Ð·Ð°Ð±ÐµÑ‚ Ð•Ð½Ð½ Ð¨ÐµÑ€Ñ–Ð´Ð°Ð½
Ð›Ð¸Ð½Ð»Ð¸, Ð",http://viaf.org/viaf/75097246,https://en.wikipedia.org/wiki/Elizabeth_Ann_Linley,http://www.worldcat.org/identities/lccn-n50-49467/,http://id.loc.gov/authorities/names/n50049467,,,,
"Sheridan, Esther Jane, 1776-1817","Sheridan, Esther Jane Ogle, 1776-1817","Sheridan, Esther Jane Ogle
Ogle, Esther Jane
Sheridan, Mrs. (Esther Jane)",http://viaf.org/viaf/315683988/,,http://www.worldcat.org/identities/viaf-315683988/,,,,,
"Sheridan, Richard Brinsley, 1751-1816","Sheridan, Richard Brinsley, 1751-1816","Brinsley Butler Sheridan, Richard,
Brinsley Sheridan, Richard
Brinsley, Thos.,
Butler Sheridan, Richard Brinsley,

De Sheridan
De Sheridan.
Razgovor:Richard Sheridan
Richard Brinsley Sheridan
Richard Sheridan
RiÄ",http://viaf.org/viaf/9922178,https://en.wikipedia.org/wiki/Richard_Brinsley_Sheridan,http://www.worldcat.org/identities/lccn-n79-89813/,http://id.loc.gov/authorities/names/n79089813,,https://www.ibdb.com/broadway-cast-staff/richard-brinsley-sheridan-8294,,
"Sheridan, Thomas, 1719-1788","Sheridan, Thomas, 1719-1788","Scheridan, Thomas,
Scheridan, Thomas
Sheridan, ...,
Sheridan, ..
Sheridan, Thomas
ShÃ©ridam, ...,
ShÃ©ridam, ..
Thomas Sheridan",http://viaf.org/viaf/3548458,https://en.wikipedia.org/wiki/Thomas_Sheridan_(actor),http://www.worldcat.org/identities/lccn-n50-23062/,http://id.loc.gov/authorities/names/n50023062,,,,
"Sheridan, William Edward, 1840-1887","Sheridan, W. E. (William Edward), 1840-1887","Sheridan, W. E. (William Edward)
William E. Sheridan",http://viaf.org/viaf/4799295/,https://en.wikipedia.org/wiki/William_E._Sheridan,http://www.worldcat.org/identities/lccn-nr93003593/,http://id.loc.gov/authorities/names/nr93003593,,,,
"Sherwin, Ralph, 1799-1830","Sherwin, Ralph, 1799-1830","Ralph Sherwin
Sherwin,",http://viaf.org/viaf/83587304,,http://www.worldcat.org/identities/lccn-no2009-38105/,http://id.loc.gov/authorities/names/no2009038105,,,,
"Shuter, Edward, 1728?-1776","Shuter, Edward, 1728?-1776","Edward Shuter
Shuter,
Shuter",http://viaf.org/viaf/19245152,https://en.wikipedia.org/wiki/Edward_Shuter,http://www.worldcat.org/identities/lccn-no91-27422/,http://id.loc.gov/authorities/names/no91027422,,,,
"Siddons, Harriet, 1783-1844","Siddons, Harriet, 1783-1844","Harriet Siddons
Murray, Harriet,
Siddons, H.,
Siddons, H.
Siddons, Henry,",http://viaf.org/viaf/34021844,https://en.wikipedia.org/wiki/Harriet_Siddons,http://www.worldcat.org/identities/lccn-no91-28133/,http://id.loc.gov/authorities/names/no91028133,,,,
"Siddons, Henry, 1774-1815","Siddons, Henry, 1774-1815",Henry Siddons,http://viaf.org/viaf/34885775,https://en.wikipedia.org/wiki/Henry_Siddons,http://www.worldcat.org/identities/lccn-n83-47371/,http://id.loc.gov/authorities/names/n83047371,,https://www.ibdb.com/broadway-cast-staff/henry-siddons-103031,,
"Siddons, Sarah, 1755-1831","Siddons, Sarah, 1755-1831","Kemble, Sarah,
Kemble, Sarah
Kemble
Sara Siddons
Sarah Siddons
Siddons, Sarah Kemble,
Siddons, Sarah Kemble
Siddons,
Siddons
",http://viaf.org/viaf/57410988,https://en.wikipedia.org/wiki/Sarah_Siddons,http://www.worldcat.org/identities/lccn-n80-1298/,http://id.loc.gov/authorities/names/n80001298,,,,
"Silsbee, Joshua S., 1813 or 15-1853","Silsbee, Joshua, 1813-1855","Silsbee, Joshua
Silsbee, Josh (Joshua)
Silsbee, Josh",http://viaf.org/viaf/91166189/,,http://www.worldcat.org/identities/lccn-no2009110268/,http://id.loc.gov/authorities/names/no2009110268,,,,
"Simmons, Samuel, ca. 1773-1819","Simmons, Samuel, approximately 1773-1819","Simmons, Samuel
Simmons, Mr. (Samuel)
Simmons (Samuel), Mr.",http://viaf.org/viaf/24164109/,,http://www.worldcat.org/identities/lccn-no91028124/,http://id.loc.gov/authorities/names/no91028124,,,,
"Simpson, Edmund Shaw, 1784-1848",Edmund Simpson American actor,"Simpson, Edmund Shaw
Edmund Simpson
Simpson, Mr. (Edmund Shaw)",http://viaf.org/viaf/66033827/,https://en.wikipedia.org/wiki/Edmund_Simpson,http://www.worldcat.org/identities/lccn-no91019233/,http://id.loc.gov/authorities/names/no91019233,,https://www.ibdb.com/broadway-cast-staff/edmund-simpson-411835,,
"Sinclair, John, 1791-1857","Sinclair, John, 1791-1857","John Sinclair
Sinclair,
Sinclair",http://viaf.org/viaf/52466220,,http://www.worldcat.org/identities/lccn-nr94-25740/,http://id.loc.gov/authorities/names/nr94025740,,,,
"Smith, Elizabeth, 1811 or 12-1887",,,,,,,,,,Nothing found
"Smith, George, 1777-1836","Smith, George, 1777-1836",,http://viaf.org/viaf/83552717,,http://www.worldcat.org/identities/lccn-no2009-32408/,http://id.loc.gov/authorities/names/no2009032408,,,,
"Smith, O., 1786-1855","Smith, O., 1786-1855","Richard Smith
Smith, Richard John,
Smith, Richard John",http://viaf.org/viaf/19247211,,http://www.worldcat.org/identities/lccn-no92-13642/,http://id.loc.gov/authorities/names/no92013642,,,,
"Smith, Sol. (Solomon), 1801-1869","Smith, Solomon Franklin","Smith, Solomon Franklin
Smith, Sol. (Solomon)
Smith, Solomon",http://viaf.org/viaf/8739051/,,http://www.worldcat.org/identities/lccn-n82138217/,http://id.loc.gov/authorities/names/n82138217,,,,
"Smith, William, 1730-1819","Smith, William, 1730-1819","Smith,
William 'Gentleman' Smith",http://viaf.org/viaf/19627686,https://en.wikipedia.org/wiki/William_'Gentleman'_Smith,,,,,,
"Soldene, Emily, 1844?-1912","Soldene, Emily, 1838?-1912","Emily Soldene
Soldene, Emily,
Soldene, Emily",http://viaf.org/viaf/63011062,https://en.wikipedia.org/wiki/Emily_Soldene,http://www.worldcat.org/identities/lccn-n85-378430/,http://id.loc.gov/authorities/names/n85378430,,https://www.ibdb.com/broadway-cast-staff/emily-soldene-407330,,
"Sothern, E. H. (Edward Hugh), 1859-1933","Sothern, E. H. (Edward Hugh), 1859-1933","Sothern, E. H.
E. H. Sothern
Sothern, E. H.
Sothern, E. H. (Edward Hugh)
Edward Hugh Sothern
Sothern, Edward
Sothern, Edward H.",http://viaf.org/viaf/57956337/,https://en.wikipedia.org/wiki/E._H._Sothern,http://www.worldcat.org/identities/lccn-n82048723/,http://id.loc.gov/authorities/names/n82048723,http://www.imdb.com/name/nm0815435/,https://www.ibdb.com/broadway-cast-staff/e-h-sothern-28103,,
"Sothern, Edward Askew, 1826-1881","Sothern, Edward Askew, 1826-1881","Edward Askew Sothern
Sothern, E. A.
Sothern,
Stewart, Douglas,
",http://viaf.org/viaf/33560987,https://en.wikipedia.org/wiki/Edward_Askew_Sothern,http://www.worldcat.org/identities/lccn-n88-218940/,http://id.loc.gov/authorities/names/n88218940,,https://www.ibdb.com/broadway-cast-staff/e-a-sothern-5162,,
"Sowdon, Thomas, d. 1789","Sowdon, Thomas d. 1789",,http://viaf.org/viaf/315693058,,,,,,,
"Sparks, Isaac, 1719-1776","Sparks, Isaac, 1719-1776","Sparkes, I.
Sparks, I.",http://viaf.org/viaf/17172693,,http://www.worldcat.org/identities/lccn-nr2004-15822/,http://id.loc.gov/authorities/names/nr2004015822,,,,
"Spiller, James, 1692-1727 or 30","Spiller, James",,http://viaf.org/viaf/315613893/,,http://www.worldcat.org/identities/lccn-n2015057658/,http://id.loc.gov/authorities/names/n2015057658,,,,
"Stephens, Catherine, 1794-1882","Stephens, Catherine, 1794-1882","Capel-Coningsby, Catherine,
Capel-Coningsby, Catherine
Catherine Stephens
Essex, Catherine Capel-Coningsby,
Essex, Catherine Capel-Coningsby
Essex,
Essex
Stephens, Kitty,
Stephens, Kitty
Stephens,
Stephens
",http://viaf.org/viaf/24494566,"https://en.wikipedia.org/wiki/Catherine_Stephens,_Countess_of_Essex",http://www.worldcat.org/identities/lccn-nr95-40954/,http://id.loc.gov/authorities/names/nr95040954,,,,
"Stevens, George Alexander, 1710-1784","Stevens, George Alexander, 1710-1784","Humm, Henry,
Humm, Henry
Pedasculus, Paulus Purgantius,
Pedasculus, Paulus Purgantius
Purgantius Pedasculus, Paulus,
Purgantius Pedasculus, Paulus
Stevens, G. A.
Stevens, George A.
Stevens, George,
Stevens, George",http://viaf.org/viaf/47604020,https://en.wikipedia.org/wiki/George_Alexander_Stevens,http://www.worldcat.org/identities/lccn-n83-17296/,http://id.loc.gov/authorities/names/n83017296,,,,
"Stirling, Fanny, 1815-1895","Stirling, Fanny, 1815-1895","Clifton, Fanny,
Clifton, Fanny
Gregory, Mary Anne,
Gregory, Mary Anne
Kehl, Mary Anne,
Kehl, Mary Anne
Lambert, Mary Anne,
Lambert, Mary Anne
Mary Anne Stirling
Stirling, Fanny,
Stirling, Fanny
Stirling, Mary Anne,
Stirling, Mary Anne
Stirling,
Stirling",http://viaf.org/viaf/25961264,https://en.wikipedia.org/wiki/Mary_Anne_Stirling,http://www.worldcat.org/identities/lccn-n82-201327/,http://id.loc.gov/authorities/names/n82201327,,,,
"Stoddart, James Henry, 1827-1907","Stoddart, James Henry, 1827-1907","Stoddart, J. H.",http://viaf.org/viaf/29098713,,http://www.worldcat.org/identities/lccn-no92-3852/,http://id.loc.gov/authorities/names/no92003852,,https://www.ibdb.com/broadway-cast-staff/james-h-stoddart-61189,,
"Storace, Anna Selina, 1765-1817","Storace, Anna Selina, 1765-1817","Anna Selina Storace
Nancy Storace
Nensi Storas
Sorace, Ann Selina,
Sorace, Ann Selina
Storacce
Storace, ..
Storace, Ann CeÌ",http://viaf.org/viaf/74118591,https://en.wikipedia.org/wiki/Nancy_Storace,http://www.worldcat.org/identities/lccn-n81-135918/,http://id.loc.gov/authorities/names/n81135918,,,,
"Strickland, Robert, d. 1845","Strickland, Robert, -1845","Strickland, Robert,
Strickland,
Strickland",http://viaf.org/viaf/31562870,,http://www.worldcat.org/identities/lccn-no92-10833/,http://id.loc.gov/authorities/names/no92010833,,,,
"Stuart, Ann, d. 1809","Stuart, Ann, -1809","Stewart, Ann,
Stewart,
Stuart, Ann,
Stuart,",http://viaf.org/viaf/86355071,,http://www.worldcat.org/identities/lccn-no2009-56446/,http://id.loc.gov/authorities/names/no2009056446,,,,
"Suett, Richard, 1755-1805","Suett, Richard, 1755-1805","Richard ""Dicky"" Suett
Suett, R.
Suett,
Suett",http://viaf.org/viaf/13677012,"https://en.wikipedia.org/wiki/Richard_""Dicky""_Suett",http://www.worldcat.org/identities/lccn-n83-8311/,http://id.loc.gov/authorities/names/n83008311,,,,
"Sullivan, Barry, 1821-1891","Sullivan, Barry, born Thomas, 1821-1891","Barry Sullivan
Sullivan, Barry",http://viaf.org/viaf/315945332/,https://en.wikipedia.org/wiki/Barry_Sullivan_(stage_actor),http://www.worldcat.org/identities/viaf-315945332/,,,,,
"Swinny, Owen Mac, ca. 1675-1754","McSwiny, Owen, 1676-1754","McSwiny, Owen
Swinny, Owen Mac
Owen Swiny
",http://viaf.org/viaf/21065856/,https://en.wikipedia.org/wiki/Owen_Swiny,http://www.worldcat.org/identities/lccn-n83206679/,http://id.loc.gov/authorities/names/n83206679,,,,
"Taglioni, Marie, 1804-1884","Taglioni, Marie, 1804-1884","De Voisino, Marie Taglioni Gilbert,
De Voisino, Marie Taglioni Gilbert
Gilbert de Voisino, Marie Taglioni,
Gilbert de Voisino, Marie Taglioni
Gilbert de Voisins, Marie
Maria Taglioni
Marie Taglioni
Taglioni, M.
Taglioni, Maria,
Taglioni, Maria
Taglioni, Marie
Taglioni, Marie,
Taglioni
Talioni Mariya
TalÊ¹oni, Mariiï¸ aï¸¡
TalÊ¹oni, Mariiï¸ aï¸¡,
Voisins, Marie de
Voisins, Marie de,
",http://viaf.org/viaf/22408351,https://en.wikipedia.org/wiki/Marie_Taglioni,http://www.worldcat.org/identities/lccn-n50-47856/,http://id.loc.gov/authorities/names/n50047856,,,,
"Talma, Francois Joseph, 1763-1826","Talma, FranÃ§ois-Joseph, 1763-1826","FranÃ§ois-Joseph Talma
Talma, F. J.
Talma, FrancÌ§ois
Talma, FrancÌ§ois J.
Talma, FrancÌ§ois-Joseph
Talma, Franz Joseph
Talma, FranÃ§ois
Talma, FranÃ§ois J.
Talma, FranÃ§ois Joseph
Talma, FranÃ§ois-Joseph
Talma, J.-F.
Talma, Joseph-FrancÌ§ois
Talma, Joseph-FranÃ§ois
Talma
",http://viaf.org/viaf/54253906,https://en.wikipedia.org/wiki/FranÃ§ois-Joseph_Talma,http://www.worldcat.org/identities/lccn-n93-107516/,http://id.loc.gov/authorities/names/n93107516,,,,
"Tarlton, Richard, d. 1588","Tarlton, Richard, -1588","Richard Tarlton
Tarleton, Richard,
Tarleton, Richard
Tarlton, Richard,
Tarlton, Richard
",http://viaf.org/viaf/47112425,https://en.wikipedia.org/wiki/Richard_Tarlton,http://www.worldcat.org/identities/lccn-n84-98928/,http://id.loc.gov/authorities/names/n84098928,,,,
"Taylor, Charles, 1781-1847","Taylor, Charles, 1781-1847",,http://viaf.org/viaf/88549954,,http://www.worldcat.org/identities/lccn-no2009-81466/,http://id.loc.gov/authorities/names/no2009081466,,,,
"Ternan, Mrs. (Thomas), 1802-1873",Frances Eleanor Jarman,"Frances Eleanor Jarman
Jarman, Fanny
Ternan, Mrs. (Thomas)
Ternan, Frances Eleanor   
Jarman, Miss
Ternan, Thomas, Mrs.

",http://viaf.org/viaf/63920844/,https://en.wikipedia.org/wiki/Frances_Eleanor_Jarman,http://www.worldcat.org/identities/lccn-nr98017384/,http://id.loc.gov/authorities/names/nr98017384,,,,
